Gene,C,Z,Pval,FDR
CD3E,0.026275703764305235,20.09518,4.065914571248451e-90,8.904352911034109e-88
PTPRC,0.028285133289692756,14.068142,2.9807609450133007e-45,3.2639332347895644e-43
IL2RG,0.018706965156736456,10.074742,3.572391451774904e-24,2.60784575979568e-22
TRAC,0.016807826437888525,8.876614,3.4463361527809932e-19,1.8868690436475938e-17
CXCR4,0.015831191654581037,7.793121,3.268701714885326e-15,1.431691351119773e-13
CYTIP,0.015134201055217306,7.489642,3.453082681290977e-14,1.2603751786712067e-12
ITM2C,0.014847175266273813,7.0716214,7.656686449096923e-13,2.3954490462174662e-11
EPCAM,0.03477180712444167,6.814001,4.746049453049894e-12,1.2992310377724084e-10
FOXA1,0.03270705364651738,6.521636,3.477230921526393e-11,8.461261909047557e-10
SLAMF1,0.012342640530763133,6.448421,5.6510724145229423e-11,1.2375848587805243e-09
PTGDS,0.017753363649086067,6.4055653,7.490664231540967e-11,1.4913231515522472e-09
KRT7,0.02919248621029227,6.362149,9.947530471291474e-11,1.815424311010694e-09
IL7R,0.010311257749813556,6.3161564,1.3407435151217175e-10,2.258637152397355e-09
CD3D,0.011697847431497203,5.8297663,2.775253141689174e-09,4.341288843070923e-08
ANKRD30A,0.033197134813906626,5.7807293,3.718874458871025e-09,5.429556709951697e-08
CCL5,0.008172958811872293,5.6111317,1.005038733091206e-08,1.3756467659185884e-07
CCDC80,0.018248719048449956,5.200099,9.959120718978611e-08,1.2829690808566564e-06
GZMA,0.006412538461583787,5.034522,2.3952126038356334e-07,2.9141753346666874e-06
GATA3,0.025338178541884762,4.8837914,5.203257177967214e-07,5.997438536709579e-06
CTTN,0.023162518347464363,4.612893,1.985512766646508e-06,2.123529986601638e-05
KLRB1,0.010884900749448593,4.6076465,2.036261630987872e-06,2.123529986601638e-05
CD4,0.016453268313161067,4.591711,2.1981338629162605e-06,2.1881423453575504e-05
CD69,0.008424494733438176,4.556129,2.6052474472720444e-06,2.4806486563155556e-05
PRDM1,0.010948917171864211,4.299989,8.540320755923398e-06,7.793042689780101e-05
GLIPR1,0.011210872967671062,4.1741548,1.4954719970809499e-05,0.00013100334694429123
MEDAG,0.011736245919559563,4.00808,3.060719220107816e-05,0.00025720333419265284
CD247,0.008129779198580397,3.9997106,3.17100001059435e-05,0.00025720333419265284
CDH1,0.021102682565595113,3.8917353,4.976489616342164e-05,0.0003892325807067621
ERN1,0.009674115347632094,3.8039398,7.120639605442618e-05,0.0005377310598592874
ERBB2,0.016010653507546338,3.7402701,9.191129326715387e-05,0.0006709524408502232
TACSTD2,0.020459629562450746,3.6211658,0.00014663926709591806,0.0010359354675485825
TYROBP,0.014080011891045041,3.5988739,0.0001597990798370082,0.001093624952634525
MZB1,0.00937870667266577,3.4956741,0.0002364328994978816,0.0015376531833612885
CD3G,0.00632889175539955,3.4931016,0.0002387224120286932,0.0015376531833612885
MLPH,0.019502418584373977,3.4210804,0.0003118645072028445,0.0019513807736406558
FGL2,0.011691022286934862,3.3418636,0.0004160896707808424,0.0025312121639167913
ZEB2,0.012460960680474335,3.276597,0.0005253310366109613,0.0031093918112919065
S100A4,0.00840049385389466,3.2667954,0.0005438613111591843,0.0031343586090489834
FASN,0.014700292290346252,3.0461085,0.001159120875862039,0.006500454394507879
FAM107B,0.011580606304041837,3.0388799,0.0011872976063028089,0.006500454394507879
SEC11C,0.009507456204403401,2.9971302,0.0013626716381358245,0.007278660701262088
CXCL12,0.011242248250760447,2.9707978,0.0014851364708640684,0.007743925883791214
ESM1,0.008044612199776067,2.9247088,0.0017238932142059767,0.008779828230490906
AIF1,0.009877000479764645,2.9128742,0.0017905940761872726,0.008912275061023016
LUM,0.01105900110813451,2.8837316,0.0019649677154527545,0.009562842881870072
C2orf42,0.010174385612669458,2.8067312,0.0025023490112116007,0.011913357249029144
FBLN1,0.01042406026100294,2.6659734,0.0038382880471176696,0.017884788985505738
CD8B,0.002981191916867992,2.5801125,0.004938407277545713,0.022531483203802317
LDHB,0.009536656363544352,2.5388575,0.005560756230147112,0.02485317580412689
MMP2,0.008806813322641638,2.4432244,0.007278340882082629,0.031879133063521914
PDK4,0.009229848269816142,2.4225981,0.007704981740573803,0.03307419520129126
C1QC,0.009195829175583294,2.4156659,0.00785323356377692,0.03307419520129126
CD68,0.009647325573219238,2.3809488,0.008634056350704628,0.035647617714900846
SCD,0.0110020911696146,2.3743548,0.008789823546139934,0.035647617714900846
PDE4A,0.008790544874558347,2.3540745,0.00928444508682941,0.036968972254829834
ACTA2,0.008419860335137048,2.2898378,0.011015359430386071,0.042352219824097155
C1QA,0.008015238366823656,2.2895682,0.011023180502162272,0.042352219824097155
SFRP4,0.005910130242691582,2.242492,0.012464797162014726,0.047065354801400436
LPXN,0.00697616554742777,2.210131,0.013548038411601987,0.05028848156170907
CD9,0.011333570242944896,2.1806715,0.01460386296274575,0.05330409981402199
SERHL2,0.012926802883559985,2.172604,0.014905064125837721,0.05351162366489281
CRISPLD2,0.007971424322984637,2.1610215,0.015346840444560595,0.054209000925141464
CTLA4,0.004562435790967057,2.147751,0.015866767061433758,0.05515590454688878
TOP2A,0.011188495793296432,2.1357725,0.01634898219372336,0.05594417344414712
SELL,0.0037983122528468223,2.063665,0.019524749131374728,0.06578338553493947
MKI67,0.011387626243672082,2.0393968,0.02070522261937679,0.06869138336450493
KDR,0.007030147069214259,2.0332196,0.021015172079551735,0.06869138336450493
ANGPT2,0.006133854595969502,2.0031657,0.02257975179383943,0.07272008298310052
SERPINB9,0.006803291143058646,1.9702426,0.024405285584931203,0.07704371671434873
MYLK,0.006431239319221378,1.9664063,0.024625845525134294,0.07704371671434873
SRPK1,0.008857275516600935,1.9315183,0.026709493223706124,0.08238561994354425
TCIM,0.008254638729591987,1.8806866,0.03000727900360725,0.09127214030263872
CCND1,0.00851653754916334,1.8378819,0.03303990321403379,0.09911970964210139
RAB30,0.006183752690676537,1.8242456,0.03405747739405531,0.10056430726746902
MAP3K8,0.006419434697448441,1.813792,0.034854878061338655,0.10056430726746902
PDGFRB,0.006513588627290499,1.813219,0.03489902900606231,0.10056430726746902
IGSF6,0.006473176678429537,1.804508,0.03557585537273029,0.10118327696919394
FCER1G,0.007446868925010497,1.7827483,0.03731363914511176,0.10467179750506236
ITGAX,0.006376584265565691,1.7773137,0.03775831964794487,0.10467179750506236
CAV1,0.006815378373872694,1.7508209,0.03998838480851048,0.10946820341329745
MYO5B,0.00840608136508121,1.7308347,0.04174062348450828,0.11285427830996683
OXTR,0.00731146240613135,1.6743457,0.04703133580920745,0.1256080797831272
PPARG,0.0061151487865507784,1.6532944,0.0491354765904724,0.1296466189555838
ESR1,0.006278564549051038,1.6287297,0.05168512615379548,0.13475050747239536
RTKN2,0.009995884333710328,1.6030402,0.054462887518124746,0.14032202784081552
HOXD8,0.00618838448016449,1.5831639,0.05669206095841508,0.14436699244061516
MNDA,0.004939933562162035,1.5339454,0.06252153776352744,0.15738180195646562
DST,0.006540952173606808,1.4560465,0.07268988802276913,0.18089869860211863
CCPG1,0.006042013045366727,1.435811,0.07552805835381703,0.18584994134253854
SEC24A,0.006156430376903729,1.3945067,0.0815823249163074,0.19851699062968137
DMKN,0.006815171713949569,1.3438859,0.08949264332939422,0.2131317763096938
AR,0.007021921279673444,1.3436252,0.08953481013923209,0.2131317763096938
ELF3,0.007136038182281766,1.3154068,0.09418661081317664,0.22179427707619018
HPX,0.006811715488514035,1.2917022,0.09823015608750563,0.22885536365067802
CD83,0.004055060362583136,1.2241364,0.110450397241386,0.25356383082420775
KRT8,0.005690759424632424,1.2204283,0.11115126830650202,0.25356383082420775
FSTL3,0.0053111873546892365,1.2117319,0.11280750988067789,0.2546891202460666
EGFL7,0.004516328477248215,1.1893024,0.11716033688691574,0.2618174875330056
TRIB1,0.004964723304021162,1.1599243,0.12303982044980549,0.27217899675260004
EDNRB,0.003422441544779313,1.1498221,0.12510857217234034,0.27398777305742533
C6orf132,0.005556275878977974,1.1000751,0.13564969532657167,0.294131517589299
ENAH,0.004989445269896381,1.0760813,0.14094545442277057,0.30069059505325807
NOSTRIN,0.003849969104867696,1.0739583,0.14142069082413505,0.30069059505325807
THAP2,0.004521801987007152,1.0471388,0.14751778091457562,0.31063840404126986
POSTN,0.005154711550877685,0.9102527,0.181344631138317,0.3782330878027755
RAPGEF3,0.0035142090690063925,0.8991415,0.18428865031885455,0.3807473058474448
GJB2,0.0037068064461119924,0.8816984,0.18896995523791627,0.3867702822159221
CD93,0.0029976587818141254,0.823122,0.20521930263895277,0.4161391414623209
SQLE,0.0037369176610154388,0.77045083,0.2205162556034791,0.4421979757538943
GPR183,0.002409142432439196,0.76509136,0.22210857229647657,0.4421979757538943
CD14,0.0024981074735181117,0.7430003,0.2287407407613541,0.44441994078001085
PCOLCE,0.00258034127844871,0.7335118,0.23162316506868535,0.44441994078001085
PDGFRA,0.0031198140189749534,0.73342764,0.23164882198534836,0.44441994078001085
LPL,0.0020285521876383023,0.72977704,0.23276324111504015,0.44441994078001085
CD163,0.0026015459484802447,0.7277896,0.23337120177945775,0.44441994078001085
LYZ,0.0019334560876737236,0.6549306,0.2562562215213563,0.4837940733894572
DNTTIP1,0.002797532416823973,0.63558465,0.26252358770986434,0.4913903052005153
TIFA,0.002335423585745221,0.6134644,0.26978465255560713,0.5005383145323018
KLF5,0.0031355333460431033,0.6068296,0.2719820065266845,0.5005383145323018
FCGR3A,0.0019637981868548733,0.5551571,0.2893935961656958,0.5243938321594973
LYPD3,0.0028499238279052,0.550695,0.29092138566365067,0.5243938321594973
HAVCR2,0.0018608066980872295,0.54717845,0.2921280708833729,0.5243938321594973
MRC1,0.0018441537501956541,0.5140161,0.3036203700539747,0.5405923661936622
STC1,0.002011754365500013,0.49555424,0.31010447293073085,0.5476845126760489
PIM1,0.0016994148388632209,0.46372184,0.32142352329110235,0.5550975885341588
ITGAM,0.0017695470656746495,0.46367404,0.3214406500212451,0.5550975885341588
LRRC15,0.0017276359827538472,0.46237585,0.32190590750611037,0.5550975885341588
SERPINA3,0.0013170322310135161,0.43956095,0.33012756440568636,0.564827629725354
CDC42EP1,0.0015970180614833828,0.4019515,0.3438598630996899,0.583762093169241
EIF4EBP1,0.0015449510126260867,0.36113614,0.358998839526545,0.6047749681254874
MMP1,0.0007780918728089432,0.34556082,0.3648363979261742,0.6093030866069835
VWF,0.0012819413975955825,0.33177674,0.3700289252781676,0.6093030866069835
TPD52,0.0015424336340554897,0.33176494,0.3700333813640585,0.6093030866069835
CENPF,0.002209045564825681,0.315575,0.3761625565255273,0.6093718619360674
TUBB2B,0.0014306664038787437,0.31230706,0.37740358763981474,0.6093718619360674
IGF1,0.0011546499979819354,0.30962595,0.37842270878221534,0.6093718619360674
TRAPPC3,0.0012014441244213218,0.27597684,0.3912829286260552,0.6254814698474896
SMS,0.0011351273993969052,0.24818777,0.40199456600340666,0.6379478982227975
DSC2,0.000906499338255835,0.19440567,0.4229291233674732,0.6593815389637643
IL3RA,0.0006861582572747904,0.19156574,0.42404119160049397,0.6593815389637643
CD86,0.0006382315732184915,0.18578833,0.42630537691743287,0.6593815389637643
MDM2,0.0009093331504403506,0.18262994,0.4275441942139476,0.6593815389637643
CCDC6,0.0008092109302323646,0.16866386,0.43303052374633355,0.6631726202828465
FBLIM1,0.0002839846291713951,0.0954384,0.4619833088649511,0.7025996155654465
EGFR,0.000128406866289983,0.033922743,0.486469378645072,0.7279542596799518
DPT,9.659199293591624e-05,0.029646298,0.48817457056318775,0.7279542596799518
NARS,0.00010474881953969974,0.021685231,0.4913495222889666,0.7279542596799518
TENT5C,4.105524289891855e-05,0.013333469,0.4946808731993968,0.7279542596799518
CCL8,1.2391542706380788e-05,0.004745408,0.49810686323170816,0.7279542596799518
RORC,1.6380051998419865e-05,0.0035122747,0.4985988079999669,0.7279542596799518
USP53,-8.638169209444034e-05,-0.017725615,0.5070711269118918,0.7354210383689027
KRT15,-0.0001561111914940365,-0.035933834,0.5143324410035436,0.7397456118081154
DSP,-0.00020454907276552624,-0.042798374,0.517068869857698,0.7397456118081154
CLEC14A,-0.00016965093610998885,-0.050621442,0.5201864119563916,0.7397456118081154
DAPK3,-0.00027864579429417796,-0.06558305,0.5261451080011463,0.7433921203371036
TCF4,-0.00032357888680791436,-0.08421529,0.5335573694798103,0.7490324610005029
TUBA4A,-0.0005419098662496163,-0.1252186,0.5498247537793235,0.7658015685208104
RAMP2,-0.0004260268619099722,-0.1319703,0.5524961087958358,0.7658015685208104
CAVIN2,-0.0005321739642986026,-0.14101195,0.5560697503544338,0.7659073919976164
CXCL16,-0.0007288589758772882,-0.16683523,0.5662501525932278,0.7723347722079933
LAG3,-0.0006310840186772559,-0.17074914,0.5677894900707166,0.7723347722079933
CEACAM6,-0.0008974729401428629,-0.20769154,0.5822650863114054,0.7858541086160035
BACE2,-0.0009031840273092821,-0.21512981,0.5851669425783442,0.7858541086160035
TMEM147,-0.0011052383599914656,-0.22484152,0.588948717753434,0.7858541086160035
SDC4,-0.0010849761615975117,-0.23290358,0.592081862655893,0.7858541086160035
ANKRD29,-0.001117526157966481,-0.31688085,0.624332994112601,0.8236682271726484
PELI1,-0.0014228227934426675,-0.34989735,0.636792133878823,0.8346083628711946
QARS,-0.001689499700333862,-0.35912046,0.6402475112436561,0.8346083628711946
AVPR1A,-0.0011678462663037912,-0.39020693,0.6518082323150605,0.8365702865023139
ACTG2,-0.0016883910894057706,-0.395995,0.6539456383064407,0.8365702865023139
ADAM9,-0.001981038494898381,-0.4101334,0.6591459504893449,0.8365702865023139
S100A14,-0.0018275583814547588,-0.417907,0.6619924426689987,0.8365702865023139
PECAM1,-0.0019332398652834278,-0.4272225,0.6653913591487451,0.8365702865023139
HDC,-0.0019884891393503624,-0.4284405,0.6658347821365764,0.8365702865023139
OCIAD2,-0.001863138788449759,-0.43575358,0.6684922380726253,0.8365702865023139
JUP,-0.0022592532836330998,-0.48418146,0.6858714545984872,0.8534423213469813
TOMM7,-0.002404758882786845,-0.51247805,0.695841761967186,0.8550583704210106
FAM49A,-0.0017190007332541968,-0.51558685,0.6969285027551161,0.8550583704210106
NPM3,-0.00201804391809915,-0.52119154,0.6988833255952552,0.8550583704210106
TRAF4,-0.0027552295997629213,-0.5361372,0.7040681420122842,0.856349004461241
BTNL9,-0.001508213385990196,-0.546849,0.707758766244222,0.856349004461241
ZEB1,-0.0020907084409169563,-0.5777285,0.7182762861122347,0.8616251086909763
PTRHD1,-0.0028346991184827544,-0.58280617,0.7199881045225967,0.8616251086909763
FLNB,-0.002904220540195621,-0.64890337,0.741799581793359,0.8742078714653709
DUSP5,-0.002385359567995753,-0.6498256,0.7420975508904644,0.8742078714653709
RUNX1,-0.0026914138237730083,-0.6510036,0.742477918230863,0.8742078714653709
ZNF562,-0.00331731598467427,-0.7131866,0.7621348581781485,0.8893024486661587
KARS,-0.0035453776327051636,-0.7193481,0.7640367585784439,0.8893024486661587
WARS,-0.0031875006408941713,-0.73057365,0.7674801954242192,0.8893024486661587
ADGRE5,-0.0025114525062289983,-0.74564606,0.7720593742602049,0.8899000155946573
LARS,-0.003738812323858128,-0.7773527,0.7815246419291388,0.8960936993847194
AKR1C1,-0.0031735634974797027,-0.8070548,0.7901825492253267,0.9013019702101384
SVIL,-0.003751116344511473,-0.823313,0.7948349879808116,0.9019112039782267
SLC25A37,-0.0035808096476177605,-0.8553872,0.8038315893119377,0.9074181343263626
CLDN4,-0.004238842136232186,-0.8974421,0.8152584725527203,0.9155979768669013
TFAP2A,-0.00451432555868101,-0.9378258,0.8258330297473908,0.9192927337368373
SOX17,-0.0024634796897998286,-0.9421563,0.8269436919915842,0.9192927337368373
PTN,-0.003377936598018977,-0.98644334,0.8380421970435747,0.9223850998794171
RHOH,-0.0046300546642757436,-0.986879,0.8381490176986484,0.9223850998794171
SNAI1,-0.0035187639476381627,-1.0927745,0.8627535921244606,0.9447151833762844
SLC5A6,-0.005650883844432252,-1.1535885,0.8756655491794954,0.9540833595537785
VOPP1,-0.004848262952636156,-1.2155794,0.8879274054970042,0.96265396932596
POLR2J3,-0.0058859669426656385,-1.2557044,0.8953884188526939,0.9631730974003625
DUSP2,-0.003522420406598069,-1.2657703,0.8972023373044472,0.9631730974003625
SLAMF7,-0.004320321091921147,-1.301192,0.9034036362759404,0.9650994943630778
PCLAF,-0.007001139067668049,-1.350644,0.9115952493184748,0.9691231048579902
SMAP2,-0.004925121374639628,-1.4299426,0.9236332540948506,0.9729191544090627
HOOK2,-0.006919850991379387,-1.448073,0.9262016862629394,0.9729191544090627
HOXD9,-0.005815673090365649,-1.5122706,0.9347674776216379,0.9729191544090627
APOC1,-0.00613371755805536,-1.5494479,0.9393629559649748,0.9729191544090627
APOBEC3B,-0.004598137766131338,-1.5564473,0.9401991136124862,0.9729191544090627
LGALSL,-0.0069327018537257475,-1.575411,0.9424191921405,0.9729191544090627
MMRN2,-0.006047557370227727,-1.609659,0.9462638351101843,0.9729191544090627
AQP1,-0.007283457842656557,-1.8357183,0.9668003330819318,0.9892110317987146
SH3YL1,-0.009415325914178806,-1.8978678,0.9711432503959984,0.9892110317987146
ANKRD28,-0.009146254161491266,-2.1371093,0.9837054478138588,0.9947146755197857
HMGA1,-0.009754484190705832,-2.187049,0.9856305232319337,0.9947146755197857
BASP1,-0.011450239014693813,-2.6374311,0.9958231708661208,0.9981497236744288
CD8A,-0.003992081349577988,-2.90262,0.9981497236744288,0.9981497236744288
